artist_encoding
160398
741929
1173083
246926
107176
1990151
248560
162614
1626541
596410
1091368
247596
348775
328119
365800
888213
154230
581269
1950107
86525
214058
278576
75579
155659
934299
1878704
98767
686818
633188
33468
2749085
269588
66236
405482
248564
85031
1248344
328980
545416
6783
2134644
397691
106639
285317
272308
167715
562591
3143619
507138
3260974
502258
208436
33101
378871
256395
1267785
248565
700543
1276710
35135
413168
8964
210680
131398
1399180
581963
370659
248562
728485
235004
822079
248563
822080
173443
745072
112043
682388
1663370
951396
588091
445197
127476
1790271
17388
147841
233909
325549
3119122
500922
83351
474472
215818
470861
346033
502309
1022115
3039029
822077
1138874
3143561
418062
223049
1046564
1306503
90837
667771
106901
1196503
130134
587399
300529
722582
50044
2075783
229920
1731032
867691
212773
140671
820489
248561
1059695
363588
213165
77169
502305
329381
360792
656809
1313557
371350
296127
307636
249199
717421
2142137
692733
387157
358412
321071
89232
365836
11814
474427
84861
8712
63184
22228
1479614
113659
8731
31690
154643
588129
363510
204957
29946
441984
346222
860811
361659
699642
272306
114569
499565
348774
588372
207141
140983
938305
406671
94762
1225836
786227
387158
147581
1218180
138098
522225
762423
2076780
971803
637735
22305
272307
291667
350873
231715
514708
615918
1887130
133846
477208
680983
258126
43001
327336
836662
297555
29682
218523
884216
257080
1125299
124251
1322572
174384
1691178
867685
323267
237055
1114864
485993
147823
586136
138034
235255
1267830
2304
665913
84941
1228926
348772
283096
209628
3773319
33456
458051
353146
346083
2284791
1324056
2015255
699972
1957477
1109315
763108
346032
1700036
1476251
1956092
3834353
3422207
1909797
949117
5435307
456059
327403
1465381
59331
3862773
2514723
3929183
1971375
1949492
2325162
617904
1335127
138024
175307
2255786
2430493
1325031
221467
207263
1692117
2055788
557397
1384021
1827160
625711
888036
1803025
2352331
346034
592854
865087
2145563
1661895
2183448
1384709
1343885
2453683
169841
3207289
772901
346065
465019
2050891
2059291
1066160
3690464
228903
285639
1355319
1034662
2179429
1414664
1388958
3119082
1037732
385570
1420367
963398
3034906
465273
2071556
1400378
1216292
1190579
346022
346077
1713847
1550673
272403
1496427
2953684
1411967
513497
854689
552898
353849
545531
2625659
2109110
613041
2573475
2367436
2956627
845201
43000
1984210
724216
390484
1685830
768056
2542036
2325164
1077757
1753730
1616877
346027
269546
622603
633210
4539282
1548377
1226134
2403598
4133531
919915
1085651
373115
2697693
311485
479934
1107628
1558802
3333868
951426
3167531
1996799
2873045
3261196
2251838
724210
1886653
893684
1719769
583348
1178465
3340257
1672327
2307611
1206750
377710
1750038
248363
1997601
888231
244128
746984
1677001
1576167
1371872
2393732
2094961
1415348
1398010
3995879
2222227
3644569
2882918
1816355
378406
3510984
550242
1802675
1318765
1632734
2097409
2199738
1273030
1955765
4073584
1001436
111384
1304271
933619
1109442
1568012
346089
2311976
1069307
1082768
345996
1306479
1004296
1148196
1739836
4484227
1626845
1338776
1793300
974288
647580
3842589
248356
2442222
379675
1421063
1447174
2487287
3632133
1112022
1446933
2513944
43007
1709451
761333
2904298
243142
878778
1513005
1956376
4699220
2634407
447514
3446331
2158910
1972015
2838422
1534676
346045
2362985
2417548
933616
2918034
1634395
1064519
783444
1024218
973408
3814309
1328579
346040
543196
231719
1319303
3341281
1037731
248348
1864074
248366
1618533
3282067
833146
1413922
2145139
2123536
1150808
3926724
2846986
346013
537568
2314374
100084
806582
2481099
309537
2447598
3575865
286973
2726394
2361531
824157
2101213
389182
2135457
861802
851078
1734908
372541
1614525
3555382
2750361
1956319
996889
1507195
2337263
2315305
763095
1996847
418753
248355
1365135
2834079
1233684
1441746
1586372
193168
1632748
3316234
615427
2361446
1899205
346046
346015
4526508
1983765
346042
1583587
529763
1860061
346064
1863736
400205
1357569
3284269
409626
2447884
175854
2242419
2230112
750867
1494990
3321225
1433231
574551
1718005
662667
2347619
1618476
346067
546165
1061659
4073573
1369080
3299938
1455114
560600
672100
464512
3147395
205448
1123716
2283067
1245916
356828
4530574
2481221
2927640
3016982
209563
1268639
1955767
684624
346092
2798805
2657239
3724608
919789
3383291
2232470
2903472
2612410
975499
285566
1281254
1970760
1118753
3411355
2388545
2110658
2704751
724232
1187190
638485
852234
2075705
248498
234786
175306
1221391
2913361
4409831
975501
2539387
555129
3919367
721259
1874204
387066
969247
1555797
1614266
1138356
3073027
1510064
2285190
1979101
1065590
3858872
4153596
2225372
877835
1956310
1489359
1013713
3936566
997021
